hora,metaf,aero,hora_formated
1658102400000,"METAF SBSP 180000Z  11004KT 1000     BR OVC033   16/15 Q1017=
",SBSP,"Sunday, July 17, 2022 09:00:00"
1658106000000,"METAF SBSP 180100Z  12004KT 1000     BR OVC033   16/15 Q1020=
",SBSP,"Sunday, July 17, 2022 10:00:00"
1658109600000,"METAF SBSP 180200Z  13006KT 1000     BR OVC033   16/15 Q1020=
",SBSP,"Sunday, July 17, 2022 11:00:00"
1658113200000,"METAF SBSP 180300Z  13006KT 1000     BR OVC033   16/15 Q1017=
",SBSP,"Monday, July 18, 2022 12:00:00"
1658116800000,"METAF SBSP 180400Z  13006KT 1000     BR OVC033   16/15 Q1019=
",SBSP,"Monday, July 18, 2022 01:00:00"
1658120400000,"METAF SBSP 180500Z  12006KT 1000     BR OVC033   16/15 Q1021=
",SBSP,"Monday, July 18, 2022 02:00:00"
1658124000000,"METAF SBSP 180600Z  11005KT 1000     BR OVC033   15/14 Q1018=
",SBSP,"Monday, July 18, 2022 03:00:00"
1658127600000,"METAF SBSP 180700Z  14004KT 1000     BR OVC033   16/15 Q1022=
",SBSP,"Monday, July 18, 2022 04:00:00"
1658131200000,"METAF SBSP 180800Z  13005KT 1000     BR OVC033   16/15 Q1021=
",SBSP,"Monday, July 18, 2022 05:00:00"
1658134800000,"METAF SBSP 180900Z  12005KT 1000     BR OVC033   15/14 Q1018=
",SBSP,"Monday, July 18, 2022 06:00:00"
1658138400000,"METAF SBSP 181000Z  11006KT 1000     BR OVC033   15/14 Q1021=
",SBSP,"Monday, July 18, 2022 07:00:00"
1658142000000,"METAF SBSP 181100Z  14006KT 1000     BR OVC033   15/15 Q1023=
",SBSP,"Monday, July 18, 2022 08:00:00"
1658145600000,"METAF SBSP 181200Z  11004KT 2000     BR OVC033   16/15 Q1021=
",SBSP,"Monday, July 18, 2022 09:00:00"
1658149200000,"METAF SBSP 181300Z  14005KT 6000       OVC033   18/15 Q1025=
",SBSP,"Monday, July 18, 2022 10:00:00"
1658152800000,"METAF SBSP 181400Z  14007KT 5000     BR OVC033   18/15 Q1025=
",SBSP,"Monday, July 18, 2022 11:00:00"
1658156400000,"METAF SBSP 181500Z  13006KT 4000     BR OVC033   18/15 Q1022=
",SBSP,"Monday, July 18, 2022 12:00:00"
1658160000000,"METAF SBSP 181600Z  13008KT 6000       OVC033   18/15 Q1024=
",SBSP,"Monday, July 18, 2022 01:00:00"
1658163600000,"METAF SBSP 181700Z  13007KT 5000     BR OVC033   18/15 Q1023=
",SBSP,"Monday, July 18, 2022 02:00:00"
1658167200000,"METAF SBSP 181800Z  14002KT 8000       BKN033   19/15 Q1019=
",SBSP,"Monday, July 18, 2022 03:00:00"
1658170800000,"METAF SBSP 181900Z  16002KT 9999       FEW033   21/15 Q1021=
",SBSP,"Monday, July 18, 2022 04:00:00"
1658174400000,"METAF SBSP 182000Z  15006KT 8000       BKN033   20/16 Q1022=
",SBSP,"Monday, July 18, 2022 05:00:00"
1658178000000,"METAF SBSP 182100Z  15009KT 1000     BR OVC033   17/16 Q1020=
",SBSP,"Monday, July 18, 2022 06:00:00"
1658181600000,"METAF SBSP 182200Z  15009KT 1000     BR OVC033   16/15 Q1023=
",SBSP,"Monday, July 18, 2022 07:00:00"
1658185200000,"METAF SBSP 182300Z  15008KT 1000     BR OVC033   16/16 Q1025=
",SBSP,"Monday, July 18, 2022 08:00:00"
1658188800000,"METAF SBSP 190000Z  18005KT 1000     BR OVC033   16/16 Q1020=
",SBSP,"Monday, July 18, 2022 09:00:00"
1658192400000,"METAF SBSP 190100Z  17006KT 1000     BR OVC033   17/16 Q1024=
",SBSP,"Monday, July 18, 2022 10:00:00"
1658196000000,"METAF SBSP 190200Z  16005KT 1000     BR OVC033   17/16 Q1025=
",SBSP,"Monday, July 18, 2022 11:00:00"
1658199600000,"METAF SBSP 190300Z  15005KT 1000     BR OVC033   16/16 Q1021=
",SBSP,"Tuesday, July 19, 2022 12:00:00"
1658203200000,"METAF SBSP 190400Z  11004KT 1000     BR OVC033   16/16 Q1023=
",SBSP,"Tuesday, July 19, 2022 01:00:00"
1658206800000,"METAF SBSP 190500Z 07005KT 1000     BR OVC033   16/16 Q1023=
",SBSP,"Tuesday, July 19, 2022 02:00:00"
1658210400000,"METAF SBSP 190600Z 05003KT 2000     BR OVC033   17/15 Q1019=
",SBSP,"Tuesday, July 19, 2022 03:00:00"
1658214000000,"METAF SBSP 190700Z 07002KT 2000     BR OVC033   17/15 Q1022=
",SBSP,"Tuesday, July 19, 2022 04:00:00"
1658217600000,"METAF SBSP 190800Z 06003KT 1000     BR OVC010   17/15 Q1023=
",SBSP,"Tuesday, July 19, 2022 05:00:00"
1658221200000,"METAF SBSP 190900Z 05004KT 1000     BR OVC010   16/15 Q1020=
",SBSP,"Tuesday, July 19, 2022 06:00:00"
1658224800000,"METAF SBSP 191000Z 04006KT 2000     BR OVC010   16/15 Q1022=
",SBSP,"Tuesday, July 19, 2022 07:00:00"
1658228400000,"METAF SBSP 191100Z 02005KT 5000     BR BKN033   17/14 Q1023=
",SBSP,"Tuesday, July 19, 2022 08:00:00"
1658232000000,"METAF SBSP 191200Z  36007KT 9000       SCT010   19/14 Q1020=
",SBSP,"Tuesday, July 19, 2022 09:00:00"
1658235600000,"METAF SBSP 191300Z  36007KT CAVOK 21/13 Q1024=
",SBSP,"Tuesday, July 19, 2022 10:00:00"
1658239200000,"METAF SBSP 191400Z  33009KT CAVOK 24/09 Q1023=
",SBSP,"Tuesday, July 19, 2022 11:00:00"
1658242800000,"METAF SBSP 191500Z  32009KT CAVOK 25/07 Q1020=
",SBSP,"Tuesday, July 19, 2022 12:00:00"
1658246400000,"METAF SBSP 191600Z  31006KT CAVOK 26/06 Q1022=
",SBSP,"Tuesday, July 19, 2022 01:00:00"
1658250000000,"METAF SBSP 191700Z  31006KT CAVOK 27/06 Q1021=
",SBSP,"Tuesday, July 19, 2022 02:00:00"
1658253600000,"METAF SBSP 191800Z  31004KT CAVOK 26/13 Q1015=
",SBSP,"Tuesday, July 19, 2022 03:00:00"
1658257200000,"METAF SBSP 191900Z  28003KT CAVOK 27/12 Q1019=
",SBSP,"Tuesday, July 19, 2022 04:00:00"
1658260800000,"METAF SBSP 192000Z  19004KT CAVOK 24/15 Q1020=
",SBSP,"Tuesday, July 19, 2022 05:00:00"
1658264400000,"METAF SBSP 192100Z  14007KT 4000     BR BKN026   19/17 Q1018=
",SBSP,"Tuesday, July 19, 2022 06:00:00"
1658268000000,"METAF SBSP 192200Z  14007KT 3000     BR OVC028   18/17 Q1020=
",SBSP,"Tuesday, July 19, 2022 07:00:00"
1658271600000,"METAF SBSP 192300Z  14006KT 1000     BR OVC033   17/17 Q1021=
",SBSP,"Tuesday, July 19, 2022 08:00:00"
1658275200000,"METAF SBSP 200000Z  17006KT 1000     BR OVC033   17/16 Q1017=
",SBSP,"Tuesday, July 19, 2022 09:00:00"
1658278800000,"METAF SBSP 200100Z  17007KT 1000     BR OVC033   17/16 Q1022=
",SBSP,"Tuesday, July 19, 2022 10:00:00"
1658282400000,"METAF SBSP 200200Z  18007KT 1000     BR OVC033   17/16 Q1023=
",SBSP,"Tuesday, July 19, 2022 11:00:00"
1658286000000,"METAF SBSP 200300Z  16006KT 1000     BR OVC033   17/16 Q1019=
",SBSP,"Wednesday, July 20, 2022 12:00:00"
1658289600000,"METAF SBSP 200400Z  15006KT 1000     BR OVC033   17/16 Q1021=
",SBSP,"Wednesday, July 20, 2022 01:00:00"
1658293200000,"METAF SBSP 200500Z  13005KT 1000     BR OVC033   17/16 Q1022=
",SBSP,"Wednesday, July 20, 2022 02:00:00"
1658296800000,"METAF SBSP 200600Z  15003KT 1000     BR OVC033   17/16 Q1018=
",SBSP,"Wednesday, July 20, 2022 03:00:00"
1658300400000,"METAF SBSP 200700Z  15004KT 2000     BR OVC033   17/16 Q1021=
",SBSP,"Wednesday, July 20, 2022 04:00:00"
1658304000000,"METAF SBSP 200800Z  17005KT 2000     BR OVC033   17/16 Q1021=
",SBSP,"Wednesday, July 20, 2022 05:00:00"
1658307600000,"METAF SBSP 200900Z  11004KT 1000     BR OVC033   17/16 Q1018=
",SBSP,"Wednesday, July 20, 2022 06:00:00"
1658311200000,"METAF SBSP 201000Z  10005KT 2000     BR OVC033   17/16 Q1020=
",SBSP,"Wednesday, July 20, 2022 07:00:00"
1658314800000,"METAF SBSP 201100Z 07005KT 2000     BR OVC033   17/16 Q1021=
",SBSP,"Wednesday, July 20, 2022 08:00:00"
1658318400000,"METAF SBSP 201200Z  12004KT 2000     BR OVC033   17/15 Q1020=
",SBSP,"Wednesday, July 20, 2022 09:00:00"
1658322000000,"METAF SBSP 201300Z  11004KT 5000     BR OVC010   18/15 Q1023=
",SBSP,"Wednesday, July 20, 2022 10:00:00"
1658325600000,"METAF SBSP 201400Z 08002KT 9999       BKN018   20/15 Q1023=
",SBSP,"Wednesday, July 20, 2022 11:00:00"
1658329200000,"METAF SBSP 201500Z 09002KT 9999       SCT025   22/15 Q1019=
",SBSP,"Wednesday, July 20, 2022 12:00:00"
1658332800000,"METAF SBSP 201600Z 09003KT 9999       FEW032   23/15 Q1020=
",SBSP,"Wednesday, July 20, 2022 01:00:00"
1658336400000,"METAF SBSP 201700Z 06003KT 9999       FEW033   24/14 Q1018=
",SBSP,"Wednesday, July 20, 2022 02:00:00"
1658340000000,"METAF SBSP 201800Z  14006KT 9999       BKN024   20/15 Q1017=
",SBSP,"Wednesday, July 20, 2022 03:00:00"
1658343600000,"METAF SBSP 201900Z  14006KT 8000       BKN033   20/15 Q1019=
",SBSP,"Wednesday, July 20, 2022 04:00:00"
1658347200000,"METAF SBSP 202000Z  13005KT 8000       SCT028   19/15 Q1020=
",SBSP,"Wednesday, July 20, 2022 05:00:00"
1658350800000,"METAF SBSP 202100Z  11006KT 3000     BR OVC033   17/15 Q1017=
",SBSP,"Wednesday, July 20, 2022 06:00:00"
1658354400000,"METAF SBSP 202200Z  12006KT 2000     BR OVC027   17/15 Q1019=
",SBSP,"Wednesday, July 20, 2022 07:00:00"
1658358000000,"METAF SBSP 202300Z  10004KT 2000     BR OVC029   16/15 Q1019=
",SBSP,"Wednesday, July 20, 2022 08:00:00"
1658361600000,"METAF SBSP 210000Z  12004KT 1000     BR OVC032   15/14 Q1018=
",SBSP,"Wednesday, July 20, 2022 09:00:00"
1658365200000,"METAF SBSP 210100Z 09004KT 2000     BR OVC031   16/14 Q1020=
",SBSP,"Wednesday, July 20, 2022 10:00:00"
1658368800000,"METAF SBSP 210200Z 08004KT 2000     BR OVC033   16/14 Q1021=
",SBSP,"Wednesday, July 20, 2022 11:00:00"
1658372400000,"METAF SBSP 210300Z 06005KT 2000     BR OVC033   16/14 Q1017=
",SBSP,"Thursday, July 21, 2022 12:00:00"
1658376000000,"METAF SBSP 210400Z 04006KT 2000     BR OVC025   16/15 Q1019=
",SBSP,"Thursday, July 21, 2022 01:00:00"
1658379600000,"METAF SBSP 210500Z 03007KT 1000     BR OVC029   16/15 Q1018=
",SBSP,"Thursday, July 21, 2022 02:00:00"
1658383200000,"METAF SBSP 210600Z 05007KT 2000     BR OVC033   15/13 Q1017=
",SBSP,"Thursday, July 21, 2022 03:00:00"
1658386800000,"METAF SBSP 210700Z 04006KT 2000     BR OVC033   15/14 Q1020=
",SBSP,"Thursday, July 21, 2022 04:00:00"
1658390400000,"METAF SBSP 210800Z 04006KT 2000     BR OVC033   15/14 Q1021=
",SBSP,"Thursday, July 21, 2022 05:00:00"
1658394000000,"METAF SBSP 210900Z 02007KT 2000     BR OVC033   15/14 Q1018=
",SBSP,"Thursday, July 21, 2022 06:00:00"
1658397600000,"METAF SBSP 211000Z 02007KT 2000     BR OVC033   15/13 Q1020=
",SBSP,"Thursday, July 21, 2022 07:00:00"
1658401200000,"METAF SBSP 211100Z 01006KT 5000     BR BKN033   16/13 Q1019=
",SBSP,"Thursday, July 21, 2022 08:00:00"
1658404800000,"METAF SBSP 211200Z 02006KT 6000       OVC033   16/13 Q1020=
",SBSP,"Thursday, July 21, 2022 09:00:00"
1658408400000,"METAF SBSP 211300Z  36004KT 9999       SCT033   18/13 Q1021=
",SBSP,"Thursday, July 21, 2022 10:00:00"
1658412000000,"METAF SBSP 211400Z  35005KT CAVOK 21/13 Q1022=
",SBSP,"Thursday, July 21, 2022 11:00:00"
1658415600000,"METAF SBSP 211500Z  33006KT CAVOK 23/12 Q1018=
",SBSP,"Thursday, July 21, 2022 12:00:00"
1658419200000,"METAF SBSP 211600Z  33007KT CAVOK 25/11 Q1019=
",SBSP,"Thursday, July 21, 2022 01:00:00"
1658422800000,"METAF SBSP 211700Z  32008KT CAVOK 26/10 Q1017=
",SBSP,"Thursday, July 21, 2022 02:00:00"
1658426400000,"METAF SBSP 211800Z  29004KT CAVOK 24/11 Q1016=
",SBSP,"Thursday, July 21, 2022 03:00:00"
1658430000000,"METAF SBSP 211900Z  29004KT CAVOK 25/10 Q1017=
",SBSP,"Thursday, July 21, 2022 04:00:00"
1658433600000,"METAF SBSP 212000Z  30003KT CAVOK 25/10 Q1018=
",SBSP,"Thursday, July 21, 2022 05:00:00"
1658437200000,"METAF SBSP 212100Z  29002KT CAVOK 24/11 Q1016=
",SBSP,"Thursday, July 21, 2022 06:00:00"
1658440800000,"METAF SBSP 212200Z 01002KT CAVOK 23/12 Q1018=
",SBSP,"Thursday, July 21, 2022 07:00:00"
1658444400000,"METAF SBSP 212300Z 01003KT CAVOK 22/12 Q1017=
",SBSP,"Thursday, July 21, 2022 08:00:00"
1658448000000,"METAF SBSP 220000Z  20001KT 2000     BR BKN014   17/16 Q1018=
",SBSP,"Thursday, July 21, 2022 09:00:00"
1658451600000,"METAF SBSP 220100Z 06001KT 1000     BR BKN015   17/15 Q1018=
",SBSP,"Thursday, July 21, 2022 10:00:00"
1658455200000,"METAF SBSP 220200Z 06003KT 2000     BR BKN016   16/15 Q1020=
",SBSP,"Thursday, July 21, 2022 11:00:00"
1658458800000,"METAF SBSP 220300Z 03005KT 2000     BR BKN020   16/15 Q1016=
",SBSP,"Friday, July 22, 2022 12:00:00"
1658462400000,"METAF SBSP 220400Z 03004KT 2000     BR BKN020   16/14 Q1018=
",SBSP,"Friday, July 22, 2022 01:00:00"
1658466000000,"METAF SBSP 220500Z 03004KT 2000     BR BKN033   16/14 Q1017=
",SBSP,"Friday, July 22, 2022 02:00:00"
1658469600000,"METAF SBSP 220600Z 03004KT 2000     BR BKN029   15/14 Q1018=
",SBSP,"Friday, July 22, 2022 03:00:00"
1658473200000,"METAF SBSP 220700Z 01005KT 2000     BR BKN033   15/13 Q1018=
",SBSP,"Friday, July 22, 2022 04:00:00"
1658476800000,"METAF SBSP 220800Z 02003KT 3000     BR BKN023   15/13 Q1019=
",SBSP,"Friday, July 22, 2022 05:00:00"
1658480400000,"METAF SBSP 220900Z 02005KT 5000     BR SCT028   14/12 Q1016=
",SBSP,"Friday, July 22, 2022 06:00:00"
1658484000000,"METAF SBSP 221000Z 03004KT 7000       FEW033   14/11 Q1018=
",SBSP,"Friday, July 22, 2022 07:00:00"
1658487600000,"METAF SBSP 221100Z 01004KT CAVOK 16/09 Q1018=
",SBSP,"Friday, July 22, 2022 08:00:00"
1658491200000,"METAF SBSP 221200Z  36004KT CAVOK 18/09 Q1019=
",SBSP,"Friday, July 22, 2022 09:00:00"
1658494800000,"METAF SBSP 221300Z  36003KT CAVOK 20/08 Q1020=
",SBSP,"Friday, July 22, 2022 10:00:00"
1658498400000,"METAF SBSP 221400Z  33003KT CAVOK 22/06 Q1022=
",SBSP,"Friday, July 22, 2022 11:00:00"
1658502000000,"METAF SBSP 221500Z  33004KT CAVOK 24/03 Q1019=
",SBSP,"Friday, July 22, 2022 12:00:00"
1658505600000,"METAF SBSP 221600Z  32003KT CAVOK 25/02 Q1019=
",SBSP,"Friday, July 22, 2022 01:00:00"
1658509200000,"METAF SBSP 221700Z  31004KT CAVOK 26/02 Q1018=
",SBSP,"Friday, July 22, 2022 02:00:00"
1658512800000,"METAF SBSP 221800Z  34003KT CAVOK 26/03 Q1015=
",SBSP,"Friday, July 22, 2022 03:00:00"
1658516400000,"METAF SBSP 221900Z  28001KT CAVOK 26/03 Q1016=
",SBSP,"Friday, July 22, 2022 04:00:00"
1658520000000,"METAF SBSP 222000Z  16002KT CAVOK 25/07 Q1017=
",SBSP,"Friday, July 22, 2022 05:00:00"
1658523600000,"METAF SBSP 222100Z  13005KT CAVOK 22/12 Q1015=
",SBSP,"Friday, July 22, 2022 06:00:00"
1658527200000,"METAF SBSP 222200Z  14006KT CAVOK 21/13 Q1018=
",SBSP,"Friday, July 22, 2022 07:00:00"
1658530800000,"METAF SBSP 222300Z  13003KT CAVOK 20/13 Q1018=
",SBSP,"Friday, July 22, 2022 08:00:00"
1658534400000,"METAF SBSP 230000Z 05003KT CAVOK 18/07 Q1017=
",SBSP,"Friday, July 22, 2022 09:00:00"
1658538000000,"METAF SBSP 230100Z 02002KT CAVOK 17/06 Q1018=
",SBSP,"Friday, July 22, 2022 10:00:00"
1658541600000,"METAF SBSP 230200Z 05003KT CAVOK 17/06 Q1020=
",SBSP,"Friday, July 22, 2022 11:00:00"
1658545200000,"METAF SBSP 230300Z 06002KT CAVOK 16/06 Q1017=
",SBSP,"Saturday, July 23, 2022 12:00:00"
1658548800000,"METAF SBSP 230400Z 08004KT CAVOK 16/06 Q1018=
",SBSP,"Saturday, July 23, 2022 01:00:00"
1658552400000,"METAF SBSP 230500Z 05004KT CAVOK 15/07 Q1019=
",SBSP,"Saturday, July 23, 2022 02:00:00"
1658556000000,"METAF SBSP 230600Z 01003KT CAVOK 15/09 Q1016=
",SBSP,"Saturday, July 23, 2022 03:00:00"
1658559600000,"METAF SBSP 230700Z 01002KT CAVOK 15/09 Q1018=
",SBSP,"Saturday, July 23, 2022 04:00:00"
1658563200000,"METAF SBSP 230800Z 02002KT CAVOK 15/09 Q1019=
",SBSP,"Saturday, July 23, 2022 05:00:00"
1658566800000,"METAF SBSP 230900Z  36004KT CAVOK 15/09 Q1016=
",SBSP,"Saturday, July 23, 2022 06:00:00"
1658570400000,"METAF SBSP 231000Z 01004KT CAVOK 14/09 Q1018=
",SBSP,"Saturday, July 23, 2022 07:00:00"
1658574000000,"METAF SBSP 231100Z  36004KT CAVOK 16/09 Q1019=
",SBSP,"Saturday, July 23, 2022 08:00:00"
1658577600000,"METAF SBSP 231200Z  36002KT CAVOK 18/08 Q1019=
",SBSP,"Saturday, July 23, 2022 09:00:00"
1658581200000,"METAF SBSP 231300Z 02002KT CAVOK 20/08 Q1021=
",SBSP,"Saturday, July 23, 2022 10:00:00"
1658584800000,"METAF SBSP 231400Z  35002KT CAVOK 23/07 Q1022=
",SBSP,"Saturday, July 23, 2022 11:00:00"
1658588400000,"METAF SBSP 231500Z  32003KT CAVOK 24/04 Q1018=
",SBSP,"Saturday, July 23, 2022 12:00:00"
1658592000000,"METAF SBSP 231600Z  29002KT CAVOK 25/03 Q1018=
",SBSP,"Saturday, July 23, 2022 01:00:00"
1658595600000,"METAF SBSP 231700Z  29003KT CAVOK 26/03 Q1018=
",SBSP,"Saturday, July 23, 2022 02:00:00"
1658599200000,"METAF SBSP 231800Z  29001KT CAVOK 26/03 Q1016=
",SBSP,"Saturday, July 23, 2022 03:00:00"
1658602800000,"METAF SBSP 231900Z  14002KT CAVOK 26/04 Q1016=
",SBSP,"Saturday, July 23, 2022 04:00:00"
1658606400000,"METAF SBSP 232000Z  14006KT CAVOK 24/09 Q1016=
",SBSP,"Saturday, July 23, 2022 05:00:00"
1658610000000,"METAF SBSP 232100Z  13007KT CAVOK 21/11 Q1017=
",SBSP,"Saturday, July 23, 2022 06:00:00"
1658613600000,"METAF SBSP 232200Z  14005KT CAVOK 20/11 Q1018=
",SBSP,"Saturday, July 23, 2022 07:00:00"
1658617200000,"METAF SBSP 232300Z  14004KT CAVOK 19/11 Q1019=
",SBSP,"Saturday, July 23, 2022 08:00:00"
1658620800000,"METAF SBSP 240000Z  10004KT CAVOK 18/09 Q1017=
",SBSP,"Saturday, July 23, 2022 09:00:00"
1658624400000,"METAF SBSP 240100Z  13004KT CAVOK 18/08 Q1019=
",SBSP,"Saturday, July 23, 2022 10:00:00"
1658628000000,"METAF SBSP 240200Z 09004KT CAVOK 17/08 Q1021=
",SBSP,"Saturday, July 23, 2022 11:00:00"
1658631600000,"METAF SBSP 240300Z 06004KT CAVOK 17/08 Q1018=
",SBSP,"Sunday, July 24, 2022 12:00:00"
1658635200000,"METAF SBSP 240400Z 07004KT CAVOK 17/08 Q1019=
",SBSP,"Sunday, July 24, 2022 01:00:00"
1658638800000,"METAF SBSP 240500Z 05004KT CAVOK 17/09 Q1018=
",SBSP,"Sunday, July 24, 2022 02:00:00"
1658642400000,"METAF SBSP 240600Z 05005KT CAVOK 16/10 Q1016=
",SBSP,"Sunday, July 24, 2022 03:00:00"
1658646000000,"METAF SBSP 240700Z 04003KT CAVOK 16/10 Q1017=
",SBSP,"Sunday, July 24, 2022 04:00:00"
1658649600000,"METAF SBSP 240800Z 07002KT CAVOK 15/10 Q1020=
",SBSP,"Sunday, July 24, 2022 05:00:00"
1658653200000,"METAF SBSP 240900Z 05003KT CAVOK 15/10 Q1018=
",SBSP,"Sunday, July 24, 2022 06:00:00"
1658656800000,"METAF SBSP 241000Z 06004KT CAVOK 15/10 Q1020=
",SBSP,"Sunday, July 24, 2022 07:00:00"
1658660400000,"METAF SBSP 241100Z 02005KT CAVOK 16/10 Q1020=
",SBSP,"Sunday, July 24, 2022 08:00:00"
1658664000000,"METAF SBSP 241200Z 06002KT CAVOK 17/10 Q1021=
",SBSP,"Sunday, July 24, 2022 09:00:00"
1658667600000,"METAF SBSP 241300Z 04002KT CAVOK 19/10 Q1022=
",SBSP,"Sunday, July 24, 2022 10:00:00"
1658671200000,"METAF SBSP 241400Z 05003KT CAVOK 21/09 Q1023=
",SBSP,"Sunday, July 24, 2022 11:00:00"
1658674800000,"METAF SBSP 241500Z 03004KT CAVOK 23/08 Q1020=
",SBSP,"Sunday, July 24, 2022 12:00:00"
1658678400000,"METAF SBSP 241600Z 06004KT CAVOK 25/07 Q1020=
",SBSP,"Sunday, July 24, 2022 01:00:00"
1658682000000,"METAF SBSP 241700Z 02004KT CAVOK 26/06 Q1019=
",SBSP,"Sunday, July 24, 2022 02:00:00"
1658685600000,"METAF SBSP 241800Z  20001KT CAVOK 25/08 Q1018=
",SBSP,"Sunday, July 24, 2022 03:00:00"
1658689200000,"METAF SBSP 241900Z  19003KT CAVOK 25/08 Q1019=
",SBSP,"Sunday, July 24, 2022 04:00:00"
1658692800000,"METAF SBSP 242000Z  15004KT CAVOK 24/10 Q1020=
",SBSP,"Sunday, July 24, 2022 05:00:00"
1658696400000,"METAF SBSP 242100Z  13005KT CAVOK 22/14 Q1018=
",SBSP,"Sunday, July 24, 2022 06:00:00"
1658700000000,"METAF SBSP 242200Z  13006KT CAVOK 21/13 Q1020=
",SBSP,"Sunday, July 24, 2022 07:00:00"
1658703600000,"METAF SBSP 242300Z  10003KT CAVOK 19/13 Q1020=
",SBSP,"Sunday, July 24, 2022 08:00:00"
1658707200000,"METAF SBSP 250000Z  11000KT CAVOK 17/10 Q1019=
",SBSP,"Sunday, July 24, 2022 09:00:00"
1658710800000,"METAF SBSP 250100Z  21001KT CAVOK 17/10 Q1021=
",SBSP,"Sunday, July 24, 2022 10:00:00"
1658714400000,"METAF SBSP 250200Z 05002KT CAVOK 17/10 Q1023=
",SBSP,"Sunday, July 24, 2022 11:00:00"
1658718000000,"METAF SBSP 250300Z 05003KT CAVOK 17/09 Q1019=
",SBSP,"Monday, July 25, 2022 12:00:00"
1658721600000,"METAF SBSP 250400Z 06004KT CAVOK 17/09 Q1021=
",SBSP,"Monday, July 25, 2022 01:00:00"
1658725200000,"METAF SBSP 250500Z 04004KT CAVOK 16/09 Q1020=
",SBSP,"Monday, July 25, 2022 02:00:00"
1658728800000,"METAF SBSP 250600Z 01002KT CAVOK 16/11 Q1018=
",SBSP,"Monday, July 25, 2022 03:00:00"
1658732400000,"METAF SBSP 250700Z  23001KT CAVOK 16/11 Q1020=
",SBSP,"Monday, July 25, 2022 04:00:00"
1658736000000,"METAF SBSP 250800Z 05004KT CAVOK 16/11 Q1021=
",SBSP,"Monday, July 25, 2022 05:00:00"
1658739600000,"METAF SBSP 250900Z 03004KT 8000       FEW033   15/11 Q1018=
",SBSP,"Monday, July 25, 2022 06:00:00"
1658743200000,"METAF SBSP 251000Z 05005KT CAVOK 15/11 Q1020=
",SBSP,"Monday, July 25, 2022 07:00:00"
1658746800000,"METAF SBSP 251100Z 01005KT CAVOK 16/10 Q1020=
",SBSP,"Monday, July 25, 2022 08:00:00"
1658750400000,"METAF SBSP 251200Z  35002KT CAVOK 18/11 Q1021=
",SBSP,"Monday, July 25, 2022 09:00:00"
1658754000000,"METAF SBSP 251300Z  34002KT CAVOK 20/10 Q1022=
",SBSP,"Monday, July 25, 2022 10:00:00"
1658757600000,"METAF SBSP 251400Z  33002KT CAVOK 21/10 Q1023=
",SBSP,"Monday, July 25, 2022 11:00:00"
1658761200000,"METAF SBSP 251500Z  33004KT CAVOK 23/09 Q1019=
",SBSP,"Monday, July 25, 2022 12:00:00"
1658764800000,"METAF SBSP 251600Z  31002KT CAVOK 25/08 Q1020=
",SBSP,"Monday, July 25, 2022 01:00:00"
1658768400000,"METAF SBSP 251700Z  30003KT CAVOK 26/07 Q1018=
",SBSP,"Monday, July 25, 2022 02:00:00"
1658772000000,"METAF SBSP 251800Z  27004KT CAVOK 26/07 Q1017=
",SBSP,"Monday, July 25, 2022 03:00:00"
1658775600000,"METAF SBSP 251900Z  24004KT CAVOK 26/08 Q1019=
",SBSP,"Monday, July 25, 2022 04:00:00"
1658779200000,"METAF SBSP 252000Z  17007KT CAVOK 22/13 Q1020=
",SBSP,"Monday, July 25, 2022 05:00:00"
1658782800000,"METAF SBSP 252100Z  16006KT 8000       SCT017   19/15 Q1018=
",SBSP,"Monday, July 25, 2022 06:00:00"
1658786400000,"METAF SBSP 252200Z  13005KT 9000       FEW019   19/15 Q1020=
",SBSP,"Monday, July 25, 2022 07:00:00"
1658790000000,"METAF SBSP 252300Z  12003KT 9999       FEW022   18/14 Q1019=
",SBSP,"Monday, July 25, 2022 08:00:00"
1658793600000,"METAF SBSP 260000Z  20001KT CAVOK 18/12 Q1020=
",SBSP,"Monday, July 25, 2022 09:00:00"
1658797200000,"METAF SBSP 260100Z  23002KT CAVOK 18/11 Q1021=
",SBSP,"Monday, July 25, 2022 10:00:00"
1658800800000,"METAF SBSP 260200Z  17001KT CAVOK 17/11 Q1022=
",SBSP,"Monday, July 25, 2022 11:00:00"
1658804400000,"METAF SBSP 260300Z  14002KT CAVOK 17/11 Q1019=
",SBSP,"Tuesday, July 26, 2022 12:00:00"
1658808000000,"METAF SBSP 260400Z 07004KT CAVOK 17/10 Q1021=
",SBSP,"Tuesday, July 26, 2022 01:00:00"
1658811600000,"METAF SBSP 260500Z 07003KT CAVOK 16/10 Q1020=
",SBSP,"Tuesday, July 26, 2022 02:00:00"
1658815200000,"METAF SBSP 260600Z 09002KT CAVOK 16/12 Q1018=
",SBSP,"Tuesday, July 26, 2022 03:00:00"
1658818800000,"METAF SBSP 260700Z 07001KT CAVOK 16/12 Q1020=
",SBSP,"Tuesday, July 26, 2022 04:00:00"
1658822400000,"METAF SBSP 260800Z 06000KT CAVOK 16/12 Q1021=
",SBSP,"Tuesday, July 26, 2022 05:00:00"
1659124800000,"METAF SBSP 292000Z  31014KT CAVOK 25/09 Q1007=
",SBSP,"Friday, July 29, 2022 05:00:00"
