flightid,lat,lon,flightlevel,speed,dt_radar,dt_radar_formated
ca6748b51a420a782146f7ae33fba4ab,-0.3864390183,-0.7985909543,250.0,484,1672534204000,"Saturday, December 31, 2022 09:50:04"
ca6748b51a420a782146f7ae33fba4ab,-0.3817011646,-0.789916307,250.0,496,1672534445000,"Saturday, December 31, 2022 09:54:05"
ca6748b51a420a782146f7ae33fba4ab,-0.3897083933,-0.8026894663,243.0,500,1672534084000,"Saturday, December 31, 2022 09:48:04"
ca6748b51a420a782146f7ae33fba4ab,-0.4007269896,-0.8195027833,92.0,285,1672533542000,"Saturday, December 31, 2022 09:39:02"
ca6748b51a420a782146f7ae33fba4ab,-0.3989449566,-0.8164688354,133.0,371,1672533663000,"Saturday, December 31, 2022 09:41:03"
ca6748b51a420a782146f7ae33fba4ab,-0.3817839189,-0.7901103843,250.0,496,1672534441000,"Saturday, December 31, 2022 09:54:01"
ca6748b51a420a782146f7ae33fba4ab,-0.3846088584,-0.7969357539,250.0,491,1672534264000,"Saturday, December 31, 2022 09:51:04"
ca6748b51a420a782146f7ae33fba4ab,-0.3808335708,-0.7877285861,250.0,494,1672534501000,"Saturday, December 31, 2022 09:55:01"
ca6748b51a420a782146f7ae33fba4ab,-0.3912347731,-0.8049539598,233.0,485,1672534020000,"Saturday, December 31, 2022 09:47:00"
ca6748b51a420a782146f7ae33fba4ab,-0.3826497843,-0.7922382011,250.0,497,1672534385000,"Saturday, December 31, 2022 09:53:05"
ca6748b51a420a782146f7ae33fba4ab,-0.3965386458,-0.8128533708,174.0,428,1672533783000,"Saturday, December 31, 2022 09:43:03"
ca6748b51a420a782146f7ae33fba4ab,-0.3798542274,-0.7827185784,250.0,471,1672534625000,"Saturday, December 31, 2022 09:57:05"
ca6748b51a420a782146f7ae33fba4ab,-0.3835936658,-0.7946207741,250.0,497,1672534324000,"Saturday, December 31, 2022 09:52:04"
ca6748b51a420a782146f7ae33fba4ab,-0.3798597702,-0.7828875019,250.0,471,1672534621000,"Saturday, December 31, 2022 09:57:01"
ca6748b51a420a782146f7ae33fba4ab,-0.3911644454,-0.804848159,233.0,486,1672534024000,"Saturday, December 31, 2022 09:47:04"
ca6748b51a420a782146f7ae33fba4ab,-0.3827078344,-0.7924030118,250.0,497,1672534381000,"Saturday, December 31, 2022 09:53:01"
ca6748b51a420a782146f7ae33fba4ab,-0.3952675913,-0.8109542624,190.0,439,1672533843000,"Saturday, December 31, 2022 09:44:03"
ca6748b51a420a782146f7ae33fba4ab,-0.3925452528,-0.8068992032,220.0,477,1672533963000,"Saturday, December 31, 2022 09:46:03"
ca6748b51a420a782146f7ae33fba4ab,-0.3836613413,-0.7947796838,250.0,498,1672534320000,"Saturday, December 31, 2022 09:52:00"
ca6748b51a420a782146f7ae33fba4ab,-0.3865710317,-0.7986889466,250.0,483,1672534200000,"Saturday, December 31, 2022 09:50:00"
ca6748b51a420a782146f7ae33fba4ab,-0.3880984248,-0.8003054627,250.0,513,1672534144000,"Saturday, December 31, 2022 09:49:04"
ca6748b51a420a782146f7ae33fba4ab,-0.379240469,-0.7779747712,250.0,489,1672534742000,"Saturday, December 31, 2022 09:59:02"
ca6748b51a420a782146f7ae33fba4ab,-0.384706602,-0.7970776163,250.0,492,1672534260000,"Saturday, December 31, 2022 09:51:00"
ca6748b51a420a782146f7ae33fba4ab,-0.3807731068,-0.7875678882,249.0,495,1672534505000,"Saturday, December 31, 2022 09:55:05"
ca6748b51a420a782146f7ae33fba4ab,-0.3999291573,-0.817946827,119.0,334,1672533606000,"Saturday, December 31, 2022 09:40:06"
ca6748b51a420a782146f7ae33fba4ab,-0.4019732505,-0.8219485388,37.0,173,1672533422000,"Saturday, December 31, 2022 09:37:02"
b654db0ec73febc808b40b72c8b6a669,-0.4009160996,-0.819864294,78.0,277,1672534746000,"Saturday, December 31, 2022 09:59:06"
2e823aa81391bd46a1240e5ac099bb90,-0.4085524092,-0.7969993535,270.0,495,1672534505000,"Saturday, December 31, 2022 09:55:05"
2e823aa81391bd46a1240e5ac099bb90,-0.4098373504,-0.8130357057,203.0,364,1672534084000,"Saturday, December 31, 2022 09:48:04"
2e823aa81391bd46a1240e5ac099bb90,-0.4081812218,-0.8162503196,166.0,336,1672533963000,"Saturday, December 31, 2022 09:46:03"
2e823aa81391bd46a1240e5ac099bb90,-0.4090725662,-0.8148454646,185.0,340,1672534020000,"Saturday, December 31, 2022 09:47:00"
2e823aa81391bd46a1240e5ac099bb90,-0.4094517101,-0.8046004959,270.0,400,1672534320000,"Saturday, December 31, 2022 09:52:00"
2e823aa81391bd46a1240e5ac099bb90,-0.4050901991,-0.8200316082,98.0,279,1672533783000,"Saturday, December 31, 2022 09:43:03"
2e823aa81391bd46a1240e5ac099bb90,-0.4094411311,-0.8044253137,270.0,400,1672534324000,"Saturday, December 31, 2022 09:52:04"
2e823aa81391bd46a1240e5ac099bb90,-0.4064031224,-0.7867216015,270.0,506,1672534742000,"Saturday, December 31, 2022 09:59:02"
2e823aa81391bd46a1240e5ac099bb90,-0.4069480729,-0.7893408702,270.0,504,1672534682000,"Saturday, December 31, 2022 09:58:02"
2e823aa81391bd46a1240e5ac099bb90,-0.4098324632,-0.8131320887,203.0,360,1672534080000,"Saturday, December 31, 2022 09:48:00"
2e823aa81391bd46a1240e5ac099bb90,-0.4080436954,-0.794549068,270.0,499,1672534561000,"Saturday, December 31, 2022 09:56:01"
2e823aa81391bd46a1240e5ac099bb90,-0.4098343406,-0.8107549398,220.0,395,1672534144000,"Saturday, December 31, 2022 09:49:04"
2e823aa81391bd46a1240e5ac099bb90,-0.4080073693,-0.7943819327,270.0,501,1672534565000,"Saturday, December 31, 2022 09:56:05"
2e823aa81391bd46a1240e5ac099bb90,-0.4063681075,-0.786553274,270.0,506,1672534746000,"Saturday, December 31, 2022 09:59:06"
2e823aa81391bd46a1240e5ac099bb90,-0.4072396945,-0.8177246753,140.0,332,1672533903000,"Saturday, December 31, 2022 09:45:03"
2e823aa81391bd46a1240e5ac099bb90,-0.4092958567,-0.80209126,270.0,443,1672534385000,"Saturday, December 31, 2022 09:53:05"
2e823aa81391bd46a1240e5ac099bb90,-0.403898621,-0.8207463444,70.0,274,1672533723000,"Saturday, December 31, 2022 09:42:03"
2e823aa81391bd46a1240e5ac099bb90,-0.4090877343,-0.7995622349,270.0,479,1672534445000,"Saturday, December 31, 2022 09:54:05"
2e823aa81391bd46a1240e5ac099bb90,-0.4069131474,-0.7891745097,270.0,505,1672534686000,"Saturday, December 31, 2022 09:58:06"
2e823aa81391bd46a1240e5ac099bb90,-0.4095744558,-0.806585735,259.0,400,1672534264000,"Saturday, December 31, 2022 09:51:04"
2e823aa81391bd46a1240e5ac099bb90,-0.4085875134,-0.7971627337,270.0,495,1672534501000,"Saturday, December 31, 2022 09:55:01"
2e823aa81391bd46a1240e5ac099bb90,-0.4098425951,-0.8108866692,218.0,395,1672534140000,"Saturday, December 31, 2022 09:49:00"
2e823aa81391bd46a1240e5ac099bb90,-0.4063257023,-0.8191925935,120.0,317,1672533843000,"Saturday, December 31, 2022 09:44:03"
2e823aa81391bd46a1240e5ac099bb90,-0.4097098367,-0.8087730982,236.0,400,1672534200000,"Saturday, December 31, 2022 09:50:00"
2e823aa81391bd46a1240e5ac099bb90,-0.4091402417,-0.8147399619,186.0,340,1672534024000,"Saturday, December 31, 2022 09:47:04"
2e823aa81391bd46a1240e5ac099bb90,-0.409306525,-0.8022454608,270.0,439,1672534381000,"Saturday, December 31, 2022 09:53:01"
2e823aa81391bd46a1240e5ac099bb90,-0.4095793132,-0.8066790781,258.0,400,1672534260000,"Saturday, December 31, 2022 09:51:00"
2e823aa81391bd46a1240e5ac099bb90,-0.4091130046,-0.7997639418,270.0,475,1672534441000,"Saturday, December 31, 2022 09:54:01"
2e823aa81391bd46a1240e5ac099bb90,-0.4074651306,-0.7917915133,270.0,503,1672534625000,"Saturday, December 31, 2022 09:57:05"
2e823aa81391bd46a1240e5ac099bb90,-0.4097011351,-0.8086377925,237.0,400,1672534204000,"Saturday, December 31, 2022 09:50:04"
2e823aa81391bd46a1240e5ac099bb90,-0.4075045559,-0.7919583506,270.0,503,1672534621000,"Saturday, December 31, 2022 09:57:01"
b654db0ec73febc808b40b72c8b6a669,-0.4009691732,-0.8199481598,77.0,277,1672534742000,"Saturday, December 31, 2022 09:59:02"
b654db0ec73febc808b40b72c8b6a669,-0.4016763841,-0.8210881851,49.0,235,1672534686000,"Saturday, December 31, 2022 09:58:06"
b654db0ec73febc808b40b72c8b6a669,-0.4017162563,-0.8211535729,47.0,233,1672534682000,"Saturday, December 31, 2022 09:58:02"
b654db0ec73febc808b40b72c8b6a669,-0.401899466,-0.8221429141,31.0,170,1672534621000,"Saturday, December 31, 2022 09:57:01"
b654db0ec73febc808b40b72c8b6a669,-0.4019372821,-0.8220901032,33.0,171,1672534625000,"Saturday, December 31, 2022 09:57:05"
33ce5d33ca3414163a9a53b8ef481306,-0.3639084588,-0.8009688185,300.0,368,1672533963000,"Saturday, December 31, 2022 09:46:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3591721845,-0.7954894727,360.0,393,1672533422000,"Saturday, December 31, 2022 09:37:02"
20f2b9c6854bba1577031f1acfb27c12,-0.3903733777,-0.8138497455,281.0,381,1672534565000,"Saturday, December 31, 2022 09:56:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3623857443,-0.7977729209,360.0,390,1672533546000,"Saturday, December 31, 2022 09:39:06"
20f2b9c6854bba1577031f1acfb27c12,-0.3902296528,-0.8137655818,282.0,379,1672534561000,"Saturday, December 31, 2022 09:56:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3821797209,-0.8091018256,360.0,392,1672534260000,"Saturday, December 31, 2022 09:51:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3450495727,-0.7697053855,116.0,304,1672532402000,"Saturday, December 31, 2022 09:20:02"
20f2b9c6854bba1577031f1acfb27c12,-0.3943555659,-0.8175035368,235.0,368,1672534742000,"Saturday, December 31, 2022 09:59:02"
20f2b9c6854bba1577031f1acfb27c12,-0.3806277132,-0.8082076752,360.0,391,1672534204000,"Saturday, December 31, 2022 09:50:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3453116031,-0.7714576245,145.0,318,1672532466000,"Saturday, December 31, 2022 09:21:06"
20f2b9c6854bba1577031f1acfb27c12,-0.3426144454,-0.7674472102,0.0,104,1672532160000,"Saturday, December 31, 2022 09:16:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3887384965,-0.8128984926,300.0,374,1672534505000,"Saturday, December 31, 2022 09:55:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3639111706,-0.7986334534,360.0,389,1672533602000,"Saturday, December 31, 2022 09:40:02"
20f2b9c6854bba1577031f1acfb27c12,-0.3804936435,-0.8081261938,360.0,391,1672534200000,"Saturday, December 31, 2022 09:50:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3426496391,-0.7674161555,25.0,108,1672532164000,"Saturday, December 31, 2022 09:16:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3442833879,-0.7667762845,53.0,291,1672532281000,"Saturday, December 31, 2022 09:18:01"
20f2b9c6854bba1577031f1acfb27c12,-0.344824673,-0.7681540188,88.0,298,1672532341000,"Saturday, December 31, 2022 09:19:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3443399183,-0.7668522226,55.0,296,1672532285000,"Saturday, December 31, 2022 09:18:05"
20f2b9c6854bba1577031f1acfb27c12,-0.388606483,-0.8128227333,301.0,375,1672534501000,"Saturday, December 31, 2022 09:55:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3789699159,-0.8072494484,360.0,391,1672534144000,"Saturday, December 31, 2022 09:49:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3452956005,-0.7713518238,143.0,318,1672532462000,"Saturday, December 31, 2022 09:21:02"
20f2b9c6854bba1577031f1acfb27c12,-0.343289979,-0.7668230157,40.0,174,1672532225000,"Saturday, December 31, 2022 09:17:05"
20f2b9c6854bba1577031f1acfb27c12,-0.354343024,-0.7847322496,324.0,360,1672533060000,"Saturday, December 31, 2022 09:31:00"
33ce5d33ca3414163a9a53b8ef481306,-0.3452837104,-0.7712180678,130.0,314,1672532760000,"Saturday, December 31, 2022 09:26:00"
33ce5d33ca3414163a9a53b8ef481306,-0.3561109319,-0.7908252396,300.0,364,1672533542000,"Saturday, December 31, 2022 09:39:02"
33ce5d33ca3414163a9a53b8ef481306,-0.346717651,-0.7798130814,229.0,357,1672533064000,"Saturday, December 31, 2022 09:31:04"
33ce5d33ca3414163a9a53b8ef481306,-0.3719875052,-0.8081387706,300.0,363,1672534324000,"Saturday, December 31, 2022 09:52:04"
33ce5d33ca3414163a9a53b8ef481306,-0.3677728779,-0.8047620879,300.0,365,1672534144000,"Saturday, December 31, 2022 09:49:04"
33ce5d33ca3414163a9a53b8ef481306,-0.3443116382,-0.7668096043,57.0,256,1672532583000,"Saturday, December 31, 2022 09:23:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3788382898,-0.8071736891,360.0,391,1672534140000,"Saturday, December 31, 2022 09:49:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3871789792,-0.8119930767,320.0,382,1672534445000,"Saturday, December 31, 2022 09:54:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3931505778,-0.8162851891,246.0,370,1672534686000,"Saturday, December 31, 2022 09:58:06"
20f2b9c6854bba1577031f1acfb27c12,-0.3543817936,-0.7848471104,324.0,360,1672533064000,"Saturday, December 31, 2022 09:31:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3771809395,-0.8062216016,360.0,391,1672534084000,"Saturday, December 31, 2022 09:48:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3550326231,-0.7865185237,333.0,374,1672533121000,"Saturday, December 31, 2022 09:32:01"
20f2b9c6854bba1577031f1acfb27c12,-0.353712965,-0.7830121978,320.0,346,1672533000000,"Saturday, December 31, 2022 09:30:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3550894514,-0.786626649,333.0,374,1672533125000,"Saturday, December 31, 2022 09:32:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3432435508,-0.7668648591,39.0,169,1672532221000,"Saturday, December 31, 2022 09:17:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3770949072,-0.8061758838,360.0,391,1672534080000,"Saturday, December 31, 2022 09:48:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3526364442,-0.7816377418,306.0,338,1672532940000,"Saturday, December 31, 2022 09:29:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3870944667,-0.8119420539,320.0,382,1672534441000,"Saturday, December 31, 2022 09:54:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3502119853,-0.7792612486,283.0,319,1672532820000,"Saturday, December 31, 2022 09:27:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3559881861,-0.7882421518,339.0,390,1672533181000,"Saturday, December 31, 2022 09:33:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3930440432,-0.8161767061,247.0,372,1672534682000,"Saturday, December 31, 2022 09:58:02"
20f2b9c6854bba1577031f1acfb27c12,-0.3450645323,-0.7698077886,118.0,305,1672532406000,"Saturday, December 31, 2022 09:20:06"
20f2b9c6854bba1577031f1acfb27c12,-0.3755302643,-0.8052683817,360.0,391,1672534024000,"Saturday, December 31, 2022 09:47:04"
20f2b9c6854bba1577031f1acfb27c12,-0.385597112,-0.8110766336,338.0,392,1672534385000,"Saturday, December 31, 2022 09:53:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3503019512,-0.7793219872,284.0,320,1672532824000,"Saturday, December 31, 2022 09:27:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3490175166,-0.7783513623,266.0,326,1672532764000,"Saturday, December 31, 2022 09:26:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3560473687,-0.7883527807,340.0,390,1672533185000,"Saturday, December 31, 2022 09:33:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3754323121,-0.8052167032,360.0,391,1672534020000,"Saturday, December 31, 2022 09:47:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3569081979,-0.7899856884,348.0,392,1672533241000,"Saturday, December 31, 2022 09:34:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3855094705,-0.8110249552,339.0,392,1672534381000,"Saturday, December 31, 2022 09:53:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3917537977,-0.8148640021,263.0,379,1672534621000,"Saturday, December 31, 2022 09:57:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3515797702,-0.7804418061,301.0,321,1672532884000,"Saturday, December 31, 2022 09:28:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3738685036,-0.804316175,360.0,390,1672533963000,"Saturday, December 31, 2022 09:46:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3527070402,-0.7817209519,307.0,339,1672532944000,"Saturday, December 31, 2022 09:29:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3622761403,-0.7977061621,360.0,389,1672533542000,"Saturday, December 31, 2022 09:39:02"
20f2b9c6854bba1577031f1acfb27c12,-0.3569570697,-0.7901149143,350.0,392,1672533245000,"Saturday, December 31, 2022 09:34:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3515128396,-0.7803670601,300.0,322,1672532880000,"Saturday, December 31, 2022 09:28:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3448373379,-0.7682512959,89.0,298,1672532345000,"Saturday, December 31, 2022 09:19:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3721990843,-0.8033631935,360.0,390,1672533903000,"Saturday, December 31, 2022 09:45:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3839744189,-0.810136527,360.0,392,1672534324000,"Saturday, December 31, 2022 09:52:04"
20f2b9c6854bba1577031f1acfb27c12,-0.370539797,-0.8024103312,360.0,389,1672533843000,"Saturday, December 31, 2022 09:44:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3575393893,-0.7918884924,360.0,393,1672533301000,"Saturday, December 31, 2022 09:35:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3575777715,-0.7920195661,360.0,392,1672533305000,"Saturday, December 31, 2022 09:35:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3918665902,-0.8149798166,262.0,377,1672534625000,"Saturday, December 31, 2022 09:57:05"
20f2b9c6854bba1577031f1acfb27c12,-0.3688943369,-0.8014694497,360.0,390,1672533783000,"Saturday, December 31, 2022 09:43:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3944429988,-0.8175900252,235.0,368,1672534746000,"Saturday, December 31, 2022 09:59:06"
20f2b9c6854bba1577031f1acfb27c12,-0.3467950711,-0.7760221366,223.0,325,1672532643000,"Saturday, December 31, 2022 09:24:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3838614177,-0.8100675032,360.0,392,1672534320000,"Saturday, December 31, 2022 09:52:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3672334404,-0.800525409,360.0,390,1672533723000,"Saturday, December 31, 2022 09:42:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3479160831,-0.7771941108,242.0,326,1672532703000,"Saturday, December 31, 2022 09:25:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3489624762,-0.7782962863,264.0,326,1672532760000,"Saturday, December 31, 2022 09:26:00"
20f2b9c6854bba1577031f1acfb27c12,-0.3537568007,-0.7831176409,320.0,346,1672533004000,"Saturday, December 31, 2022 09:30:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3581757062,-0.7937777657,360.0,394,1672533361000,"Saturday, December 31, 2022 09:36:01"
20f2b9c6854bba1577031f1acfb27c12,-0.3582362893,-0.7938955473,360.0,392,1672533365000,"Saturday, December 31, 2022 09:36:05"
20f2b9c6854bba1577031f1acfb27c12,-0.345547797,-0.7730346218,169.0,327,1672532523000,"Saturday, December 31, 2022 09:22:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3822935863,-0.8091701937,360.0,392,1672534264000,"Saturday, December 31, 2022 09:51:04"
20f2b9c6854bba1577031f1acfb27c12,-0.3655667329,-0.7995749906,360.0,389,1672533663000,"Saturday, December 31, 2022 09:41:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3592526144,-0.7955964059,360.0,393,1672533426000,"Saturday, December 31, 2022 09:37:06"
20f2b9c6854bba1577031f1acfb27c12,-0.3458084267,-0.7747331558,194.0,332,1672532583000,"Saturday, December 31, 2022 09:23:03"
20f2b9c6854bba1577031f1acfb27c12,-0.3640222049,-0.7986989008,360.0,389,1672533606000,"Saturday, December 31, 2022 09:40:06"
46c1b7cef82a3a287f7e643d1ad75030,-0.3433340828,-0.7667636481,37.0,174,1672534501000,"Saturday, December 31, 2022 09:55:01"
46c1b7cef82a3a287f7e643d1ad75030,-0.3438222049,-0.7679973741,87.0,286,1672534621000,"Saturday, December 31, 2022 09:57:01"
33ce5d33ca3414163a9a53b8ef481306,-0.3748600351,-0.8102320159,300.0,369,1672534445000,"Saturday, December 31, 2022 09:54:05"
33ce5d33ca3414163a9a53b8ef481306,-0.3561744056,-0.7909329478,300.0,364,1672533546000,"Saturday, December 31, 2022 09:39:06"
33ce5d33ca3414163a9a53b8ef481306,-0.3475563985,-0.7814946873,238.0,369,1672533121000,"Saturday, December 31, 2022 09:32:01"
46c1b7cef82a3a287f7e643d1ad75030,-0.3433857558,-0.7667113139,38.0,183,1672534505000,"Saturday, December 31, 2022 09:55:05"
46c1b7cef82a3a287f7e643d1ad75030,-0.3427468165,-0.7673267464,0.0,150,1672534445000,"Saturday, December 31, 2022 09:54:05"
46c1b7cef82a3a287f7e643d1ad75030,-0.3411238255,-0.7694421651,143.0,313,1672534742000,"Saturday, December 31, 2022 09:59:02"
46c1b7cef82a3a287f7e643d1ad75030,-0.3443349715,-0.7667782515,57.0,287,1672534561000,"Saturday, December 31, 2022 09:56:01"
46c1b7cef82a3a287f7e643d1ad75030,-0.3443781217,-0.7668736808,59.0,289,1672534565000,"Saturday, December 31, 2022 09:56:05"
46c1b7cef82a3a287f7e643d1ad75030,-0.3425069573,-0.7686916654,114.0,301,1672534682000,"Saturday, December 31, 2022 09:58:02"
46c1b7cef82a3a287f7e643d1ad75030,-0.3437340271,-0.7680398732,88.0,284,1672534625000,"Saturday, December 31, 2022 09:57:05"
46c1b7cef82a3a287f7e643d1ad75030,-0.3410524845,-0.7694816839,143.0,313,1672534746000,"Saturday, December 31, 2022 09:59:06"
46c1b7cef82a3a287f7e643d1ad75030,-0.3427158246,-0.7673611987,0.0,134,1672534441000,"Saturday, December 31, 2022 09:54:01"
46c1b7cef82a3a287f7e643d1ad75030,-0.3424150246,-0.7687410788,116.0,303,1672534686000,"Saturday, December 31, 2022 09:58:06"
33ce5d33ca3414163a9a53b8ef481306,-0.3571077082,-0.7923606915,300.0,364,1672533602000,"Saturday, December 31, 2022 09:40:02"
33ce5d33ca3414163a9a53b8ef481306,-0.343327348,-0.7667585815,37.0,174,1672532523000,"Saturday, December 31, 2022 09:22:03"
33ce5d33ca3414163a9a53b8ef481306,-0.3486792581,-0.7830510609,255.0,381,1672533181000,"Saturday, December 31, 2022 09:33:01"
33ce5d33ca3414163a9a53b8ef481306,-0.346717651,-0.7798130814,228.0,358,1672533060000,"Saturday, December 31, 2022 09:31:00"
33ce5d33ca3414163a9a53b8ef481306,-0.3718908045,-0.8080683163,300.0,363,1672534320000,"Saturday, December 31, 2022 09:52:00"
33ce5d33ca3414163a9a53b8ef481306,-0.3762805956,-0.811089747,300.0,375,1672534501000,"Saturday, December 31, 2022 09:55:01"
33ce5d33ca3414163a9a53b8ef481306,-0.348767734,-0.7831316483,256.0,379,1672533185000,"Saturday, December 31, 2022 09:33:05"
33ce5d33ca3414163a9a53b8ef481306,-0.3764468789,-0.8111748644,300.0,375,1672534505000,"Saturday, December 31, 2022 09:55:05"
33ce5d33ca3414163a9a53b8ef481306,-0.3455362048,-0.7728978259,151.0,325,1672532820000,"Saturday, December 31, 2022 09:27:00"
33ce5d33ca3414163a9a53b8ef481306,-0.3781550381,-0.8116244729,300.0,381,1672534561000,"Saturday, December 31, 2022 09:56:01"
33ce5d33ca3414163a9a53b8ef481306,-0.3782742376,-0.8116505803,300.0,379,1672534565000,"Saturday, December 31, 2022 09:56:05"
33ce5d33ca3414163a9a53b8ef481306,-0.3571793173,-0.7924617237,300.0,364,1672533606000,"Saturday, December 31, 2022 09:40:06"
33ce5d33ca3414163a9a53b8ef481306,-0.3663953782,-0.8034619011,300.0,366,1672534080000,"Saturday, December 31, 2022 09:48:00"
33ce5d33ca3414163a9a53b8ef481306,-0.3463033134,-0.7780653128,215.0,338,1672533000000,"Saturday, December 31, 2022 09:30:00"
33ce5d33ca3414163a9a53b8ef481306,-0.3501329858,-0.7839125472,272.0,369,1672533241000,"Saturday, December 31, 2022 09:34:01"
33ce5d33ca3414163a9a53b8ef481306,-0.3453008453,-0.7713240474,132.0,316,1672532764000,"Saturday, December 31, 2022 09:26:04"
33ce5d33ca3414163a9a53b8ef481306,-0.3733707264,-0.8092004736,300.0,363,1672534385000,"Saturday, December 31, 2022 09:53:05"
33ce5d33ca3414163a9a53b8ef481306,-0.358164561,-0.793820086,300.0,362,1672533663000,"Saturday, December 31, 2022 09:41:03"
33ce5d33ca3414163a9a53b8ef481306,-0.3800444699,-0.8120178132,300.0,376,1672534625000,"Saturday, December 31, 2022 09:57:05"
33ce5d33ca3414163a9a53b8ef481306,-0.3799355811,-0.8119869969,300.0,376,1672534621000,"Saturday, December 31, 2022 09:57:01"
33ce5d33ca3414163a9a53b8ef481306,-0.3817062902,-0.8123592366,300.0,376,1672534682000,"Saturday, December 31, 2022 09:58:02"
33ce5d33ca3414163a9a53b8ef481306,-0.3818284697,-0.8123823042,300.0,376,1672534686000,"Saturday, December 31, 2022 09:58:06"
33ce5d33ca3414163a9a53b8ef481306,-0.3836124695,-0.8127612198,281.0,377,1672534742000,"Saturday, December 31, 2022 09:59:02"
33ce5d33ca3414163a9a53b8ef481306,-0.3458092909,-0.7747043065,178.0,331,1672532884000,"Saturday, December 31, 2022 09:28:04"
33ce5d33ca3414163a9a53b8ef481306,-0.3705538328,-0.8070002951,300.0,363,1672534264000,"Saturday, December 31, 2022 09:51:04"
33ce5d33ca3414163a9a53b8ef481306,-0.3836124695,-0.8127612198,280.0,377,1672534746000,"Saturday, December 31, 2022 09:59:06"
33ce5d33ca3414163a9a53b8ef481306,-0.3592717161,-0.7952695263,300.0,364,1672533723000,"Saturday, December 31, 2022 09:42:03"
33ce5d33ca3414163a9a53b8ef481306,-0.3691042472,-0.8058202145,300.0,362,1672534200000,"Saturday, December 31, 2022 09:50:00"
33ce5d33ca3414163a9a53b8ef481306,-0.3603822088,-0.7967236159,300.0,365,1672533783000,"Saturday, December 31, 2022 09:43:03"
33ce5d33ca3414163a9a53b8ef481306,-0.3626270936,-0.7996723273,300.0,367,1672533903000,"Saturday, December 31, 2022 09:45:03"
33ce5d33ca3414163a9a53b8ef481306,-0.3703731561,-0.8068577174,300.0,363,1672534260000,"Saturday, December 31, 2022 09:51:00"
33ce5d33ca3414163a9a53b8ef481306,-0.361496933,-0.7981965411,300.0,365,1672533843000,"Saturday, December 31, 2022 09:44:03"
33ce5d33ca3414163a9a53b8ef481306,-0.3476179055,-0.7816006669,239.0,370,1672533125000,"Saturday, December 31, 2022 09:32:05"
33ce5d33ca3414163a9a53b8ef481306,-0.3691630424,-0.8058684358,300.0,362,1672534204000,"Saturday, December 31, 2022 09:50:04"
33ce5d33ca3414163a9a53b8ef481306,-0.3448258054,-0.7681602178,80.0,296,1672532643000,"Saturday, December 31, 2022 09:24:03"
33ce5d33ca3414163a9a53b8ef481306,-0.3460686095,-0.776443313,200.0,335,1672532944000,"Saturday, December 31, 2022 09:29:04"
