hora,nova_cabeceira,antiga_cabeceira,aero,hora_formated
1658844676000,34,15,CF,"Tuesday, July 26, 2022 11:11:16"
1658829843000,15,23,GL,"Tuesday, July 26, 2022 07:04:03"
1658845152000,03,32,FL,"Tuesday, July 26, 2022 11:19:12"
1658845298000,32,03,FL,"Tuesday, July 26, 2022 11:21:38"
1658832454000,11L,07,BR,"Tuesday, July 26, 2022 07:47:34"
1658845606000,20L,02R,RJ,"Tuesday, July 26, 2022 11:26:46"
1658857806000,15,18,CT,"Tuesday, July 26, 2022 02:50:06"
1658858008000,17,10,SV,"Tuesday, July 26, 2022 02:53:28"
1658858059000,11R,14,BR,"Tuesday, July 26, 2022 02:54:19"
1658832904000,15,26,GL,"Tuesday, July 26, 2022 07:55:04"
1658858118000,15,18,KP,"Tuesday, July 26, 2022 02:55:18"
1658858284000,15,18,KP,"Tuesday, July 26, 2022 02:58:04"
1658846891000,32,26,FL,"Tuesday, July 26, 2022 11:48:11"
1658846922000,17,10,SV,"Tuesday, July 26, 2022 11:48:42"
1658833076000,17,10,SV,"Tuesday, July 26, 2022 07:57:56"
1658833530000,10,17,SV,"Tuesday, July 26, 2022 08:05:30"
1658847607000,15,33,KP,"Tuesday, July 26, 2022 12:00:07"
1658860251000,10,17,SV,"Tuesday, July 26, 2022 03:30:51"
1658836537000,21,32,FL,"Tuesday, July 26, 2022 08:55:37"
1658860639000,17,10,SV,"Tuesday, July 26, 2022 03:37:19"
1658861833000,03,32,FL,"Tuesday, July 26, 2022 03:57:13"
1658862530000,32,03,FL,"Tuesday, July 26, 2022 04:08:50"
1658862930000,03,32,FL,"Tuesday, July 26, 2022 04:15:30"
1658848770000,10,17,SV,"Tuesday, July 26, 2022 12:19:30"
1658849156000,17,10,SV,"Tuesday, July 26, 2022 12:25:56"
1658849318000,10,17,SV,"Tuesday, July 26, 2022 12:28:38"
1658849666000,17,10,SV,"Tuesday, July 26, 2022 12:34:26"
1658849678000,16,34,CF,"Tuesday, July 26, 2022 12:34:38"
1658849939000,15,26,CT,"Tuesday, July 26, 2022 12:38:59"
1658850909000,10,17,SV,"Tuesday, July 26, 2022 12:55:09"
1658851018000,32,07,FL,"Tuesday, July 26, 2022 12:56:58"
1658863026000,10,17,SV,"Tuesday, July 26, 2022 04:17:06"
1658863073000,17,10,SV,"Tuesday, July 26, 2022 04:17:53"
1658863110000,15,26,CT,"Tuesday, July 26, 2022 04:18:30"
1658863168000,03,25,FL,"Tuesday, July 26, 2022 04:19:28"
1658863485000,10,17,SV,"Tuesday, July 26, 2022 04:24:45"
1658863818000,15,26,GL,"Tuesday, July 26, 2022 04:30:18"
1658864134000,32,03,FL,"Tuesday, July 26, 2022 04:35:34"
1658864167000,15,26,CT,"Tuesday, July 26, 2022 04:36:07"
1658836985000,15,33,KP,"Tuesday, July 26, 2022 09:03:05"
1658864322000,15,35L,KP,"Tuesday, July 26, 2022 04:38:42"
1658837035000,15,18,CT,"Tuesday, July 26, 2022 09:03:55"
1658864910000,16,13,CF,"Tuesday, July 26, 2022 04:48:30"
1658865144000,17,10,SV,"Tuesday, July 26, 2022 04:52:24"
1658865635000,03,32,FL,"Tuesday, July 26, 2022 05:00:35"
1658865917000,32,03,FL,"Tuesday, July 26, 2022 05:05:17"
1658837071000,10,29,SV,"Tuesday, July 26, 2022 09:04:31"
1658837348000,32,21,FL,"Tuesday, July 26, 2022 09:09:08"
1658866692000,17R,12,SP,"Tuesday, July 26, 2022 05:18:12"
1658866733000,10,17,SV,"Tuesday, July 26, 2022 05:18:53"
1658868535000,03,32,FL,"Tuesday, July 26, 2022 05:48:55"
1658868716000,32,03,FL,"Tuesday, July 26, 2022 05:51:56"
1658869073000,21,32,FL,"Tuesday, July 26, 2022 05:57:53"
1658869544000,17,10,SV,"Tuesday, July 26, 2022 06:05:44"
1658869729000,10,17,SV,"Tuesday, July 26, 2022 06:08:49"
1658869918000,15,21,GL,"Tuesday, July 26, 2022 06:11:58"
1658872065000,32,21,FL,"Tuesday, July 26, 2022 06:47:45"
1658873514000,21,32,FL,"Tuesday, July 26, 2022 07:11:54"
1658874458000,15,16,KP,"Tuesday, July 26, 2022 07:27:38"
1658923500000,15,21,KP,"Wednesday, July 27, 2022 09:05:00"
1658923939000,20L,02R,RJ,"Wednesday, July 27, 2022 09:12:19"
1658924331000,18,05,RF,"Wednesday, July 27, 2022 09:18:51"
1658924924000,02R,20L,RJ,"Wednesday, July 27, 2022 09:28:44"
1658925212000,03,07,FL,"Wednesday, July 27, 2022 09:33:32"
1658925394000,32,03,FL,"Wednesday, July 27, 2022 09:36:34"
1658925747000,03,32,FL,"Wednesday, July 27, 2022 09:42:27"
1658925824000,15,05,GL,"Wednesday, July 27, 2022 09:43:44"
1658925953000,11R,15,BR,"Wednesday, July 27, 2022 09:45:53"
1658926100000,15,11R,KP,"Wednesday, July 27, 2022 09:48:20"
1658875617000,32,21,FL,"Tuesday, July 26, 2022 07:46:57"
1658877705000,14,32,FL,"Tuesday, July 26, 2022 08:21:45"
1658837630000,03,32,FL,"Tuesday, July 26, 2022 09:13:50"
1658879637000,18,13,RF,"Tuesday, July 26, 2022 08:53:57"
1658926798000,17,10,SV,"Wednesday, July 27, 2022 09:59:58"
1658926860000,32,03,FL,"Wednesday, July 27, 2022 10:01:00"
1658837979000,32,03,FL,"Tuesday, July 26, 2022 09:19:39"
1658927621000,03,32,FL,"Wednesday, July 27, 2022 10:13:41"
1658927692000,10,17,SV,"Wednesday, July 27, 2022 10:14:52"
1658884972000,15,16,KP,"Tuesday, July 26, 2022 10:22:52"
1658885341000,17,10,SV,"Tuesday, July 26, 2022 10:29:01"
1658885584000,10,17,SV,"Tuesday, July 26, 2022 10:33:04"
1658886089000,16,15,CF,"Tuesday, July 26, 2022 10:41:29"
1658837999000,17,10,SV,"Tuesday, July 26, 2022 09:19:59"
1658886296000,17,10,SV,"Tuesday, July 26, 2022 10:44:56"
1658886554000,10,17,SV,"Tuesday, July 26, 2022 10:49:14"
1658888819000,32,14,FL,"Tuesday, July 26, 2022 11:26:59"
1658928850000,17,10,SV,"Wednesday, July 27, 2022 10:34:10"
1658838397000,10,17,SV,"Tuesday, July 26, 2022 09:26:37"
1658929282000,10,17,SV,"Wednesday, July 27, 2022 10:41:22"
1658929551000,15,33,KP,"Wednesday, July 27, 2022 10:45:51"
1658906852000,09L,11,GR,"Wednesday, July 27, 2022 04:27:32"
1658910722000,33,15,CT,"Wednesday, July 27, 2022 05:32:02"
1658929943000,11R,14,BR,"Wednesday, July 27, 2022 10:52:23"
1658914106000,02R,20L,RJ,"Wednesday, July 27, 2022 06:28:26"
1658935278000,15,02R,GL,"Wednesday, July 27, 2022 12:21:18"
1658916198000,15,33,CT,"Wednesday, July 27, 2022 07:03:18"
1658916629000,15,21,GL,"Wednesday, July 27, 2022 07:10:29"
1658918742000,03,32,FL,"Wednesday, July 27, 2022 07:45:42"
1658919834000,17,10,SV,"Wednesday, July 27, 2022 08:03:54"
1658919970000,10,17,SV,"Wednesday, July 27, 2022 08:06:10"
1658919991000,15,21,GL,"Wednesday, July 27, 2022 08:06:31"
1658920447000,11R,14,BR,"Wednesday, July 27, 2022 08:14:07"
1658930334000,32,03,FL,"Wednesday, July 27, 2022 10:58:54"
1658930397000,17,10,SV,"Wednesday, July 27, 2022 10:59:57"
1658930646000,15,16,GL,"Wednesday, July 27, 2022 11:04:06"
1658931207000,10,17,SV,"Wednesday, July 27, 2022 11:13:27"
1658931209000,15,16,KP,"Wednesday, July 27, 2022 11:13:29"
1658931311000,11L,06L,BR,"Wednesday, July 27, 2022 11:15:11"
1658931408000,15,13,CT,"Wednesday, July 27, 2022 11:16:48"
1658932550000,11,13,PA,"Wednesday, July 27, 2022 11:35:50"
1658935566000,20L,15,RJ,"Wednesday, July 27, 2022 12:26:06"
1658921073000,18,12,RF,"Wednesday, July 27, 2022 08:24:33"
1658935664000,32,25,FL,"Wednesday, July 27, 2022 12:27:44"
1658921223000,32,03,FL,"Wednesday, July 27, 2022 08:27:03"
1658936355000,17,10,SV,"Wednesday, July 27, 2022 12:39:15"
1658933600000,18,12,RF,"Wednesday, July 27, 2022 11:53:20"
1658936727000,03,25,FL,"Wednesday, July 27, 2022 12:45:27"
1658933894000,32,13,FL,"Wednesday, July 27, 2022 11:58:14"
1658936941000,10,17,SV,"Wednesday, July 27, 2022 12:49:01"
1658934508000,21,04,FL,"Wednesday, July 27, 2022 12:08:28"
1658934677000,21,32,FL,"Wednesday, July 27, 2022 12:11:17"
1658937478000,32,03,FL,"Wednesday, July 27, 2022 12:57:58"
1658934709000,11L,21,BR,"Wednesday, July 27, 2022 12:11:49"
1658938097000,17R,16,SP,"Wednesday, July 27, 2022 01:08:17"
1658938330000,03,32,FL,"Wednesday, July 27, 2022 01:12:10"
1658946544000,10,17,SV,"Wednesday, July 27, 2022 03:29:04"
1658946742000,32,03,FL,"Wednesday, July 27, 2022 03:32:22"
1658939186000,17,10,SV,"Wednesday, July 27, 2022 01:26:26"
1658946763000,17R,07,SP,"Wednesday, July 27, 2022 03:32:43"
1658947035000,03,07,FL,"Wednesday, July 27, 2022 03:37:15"
1658947434000,33,36,CT,"Wednesday, July 27, 2022 03:43:54"
1658947870000,03,07,FL,"Wednesday, July 27, 2022 03:51:10"
1658939207000,33,15,CT,"Wednesday, July 27, 2022 01:26:47"
1658939499000,10,17,SV,"Wednesday, July 27, 2022 01:31:39"
1658963694000,02R,20L,RJ,"Wednesday, July 27, 2022 08:14:54"
1658939680000,33,15,KP,"Wednesday, July 27, 2022 01:34:40"
1658940156000,16,13,CF,"Wednesday, July 27, 2022 01:42:36"
1658968808000,11,06,PA,"Wednesday, July 27, 2022 09:40:08"
1658949046000,11R,14,BR,"Wednesday, July 27, 2022 04:10:46"
1658949323000,03,33,FL,"Wednesday, July 27, 2022 04:15:23"
1658949457000,21,03,FL,"Wednesday, July 27, 2022 04:17:37"
1658975403000,09R,02,GR,"Wednesday, July 27, 2022 11:30:03"
1658976135000,15,08,GL,"Wednesday, July 27, 2022 11:42:15"
1658940223000,21,03,FL,"Wednesday, July 27, 2022 01:43:43"
1658981846000,18,15,RF,"Thursday, July 28, 2022 01:17:26"
1658950069000,17,10,SV,"Wednesday, July 27, 2022 04:27:49"
1658950087000,32,07,FL,"Wednesday, July 27, 2022 04:28:07"
1658950188000,15,26,GL,"Wednesday, July 27, 2022 04:29:48"
1658940492000,33,01,KP,"Wednesday, July 27, 2022 01:48:12"
1658950625000,32,21,FL,"Wednesday, July 27, 2022 04:37:05"
1658998909000,35L,17R,SP,"Thursday, July 28, 2022 06:01:49"
1659001513000,15,03,GL,"Thursday, July 28, 2022 06:45:13"
1658950881000,10,17,SV,"Wednesday, July 27, 2022 04:41:21"
1658940604000,32,21,FL,"Wednesday, July 27, 2022 01:50:04"
1658941048000,03,32,FL,"Wednesday, July 27, 2022 01:57:28"
1659003105000,15,26,GL,"Thursday, July 28, 2022 07:11:45"
1659003426000,17,10,SV,"Thursday, July 28, 2022 07:17:06"
1659004787000,15,20,GL,"Thursday, July 28, 2022 07:39:47"
1658941387000,17,10,SV,"Wednesday, July 27, 2022 02:03:07"
1659005438000,10,17,SV,"Thursday, July 28, 2022 07:50:38"
1658952725000,17R,07,SP,"Wednesday, July 27, 2022 05:12:05"
1658941608000,10,17,SV,"Wednesday, July 27, 2022 02:06:48"
1658952933000,17,10,SV,"Wednesday, July 27, 2022 05:15:33"
1658953203000,10,17,SV,"Wednesday, July 27, 2022 05:20:03"
1659006370000,15,26,GL,"Thursday, July 28, 2022 08:06:10"
1658941639000,32,03,FL,"Wednesday, July 27, 2022 02:07:19"
1659006933000,21,32,FL,"Thursday, July 28, 2022 08:15:33"
1658941890000,17,10,SV,"Wednesday, July 27, 2022 02:11:30"
1659007162000,29,11,PA,"Thursday, July 28, 2022 08:19:22"
1659007338000,32,21,FL,"Thursday, July 28, 2022 08:22:18"
1659007451000,21,32,FL,"Thursday, July 28, 2022 08:24:11"
1658954348000,03,32,FL,"Wednesday, July 27, 2022 05:39:08"
1658954462000,32,03,FL,"Wednesday, July 27, 2022 05:41:02"
1658941965000,33,28,KP,"Wednesday, July 27, 2022 02:12:45"
1658955529000,09R,17R,GR,"Wednesday, July 27, 2022 05:58:49"
1658955618000,17,10,SV,"Wednesday, July 27, 2022 06:00:18"
1658955887000,09R,17,GR,"Wednesday, July 27, 2022 06:04:47"
1659008602000,32,21,FL,"Thursday, July 28, 2022 08:43:22"
1659008988000,15,16,KP,"Thursday, July 28, 2022 08:49:48"
1659009222000,15,03,GL,"Thursday, July 28, 2022 08:53:42"
1658956492000,10,17,SV,"Wednesday, July 27, 2022 06:14:52"
1658956972000,11R,07,BR,"Wednesday, July 27, 2022 06:22:52"
1658942065000,10,17,SV,"Wednesday, July 27, 2022 02:14:25"
1658957081000,11,13,PA,"Wednesday, July 27, 2022 06:24:41"
1658942522000,17,10,SV,"Wednesday, July 27, 2022 02:22:02"
1659010616000,33,10,CT,"Thursday, July 28, 2022 09:16:56"
1658942714000,18,13,RF,"Wednesday, July 27, 2022 02:25:14"
1659011139000,02R,26,RJ,"Thursday, July 28, 2022 09:25:39"
1659011279000,02R,03,RJ,"Thursday, July 28, 2022 09:27:59"
1659011313000,03,32,FL,"Thursday, July 28, 2022 09:28:33"
1658958506000,17,10,SV,"Wednesday, July 27, 2022 06:48:26"
1658958649000,10,17,SV,"Wednesday, July 27, 2022 06:50:49"
1658959086000,15,33,KP,"Wednesday, July 27, 2022 06:58:06"
1658959165000,17,10,SV,"Wednesday, July 27, 2022 06:59:25"
1658959488000,15,21,GL,"Wednesday, July 27, 2022 07:04:48"
1658959832000,10,17,SV,"Wednesday, July 27, 2022 07:10:32"
1658960502000,17R,30,SP,"Wednesday, July 27, 2022 07:21:42"
1658943287000,10,17,SV,"Wednesday, July 27, 2022 02:34:47"
1659013127000,15,04,GL,"Thursday, July 28, 2022 09:58:47"
1659013269000,32,03,FL,"Thursday, July 28, 2022 10:01:09"
1659013499000,17,10,SV,"Thursday, July 28, 2022 10:04:59"
1658943535000,18,16L,RF,"Wednesday, July 27, 2022 02:38:55"
1659013729000,18,09,RF,"Thursday, July 28, 2022 10:08:49"
1658943721000,33,36,CT,"Wednesday, July 27, 2022 02:42:01"
1659013812000,03,32,FL,"Thursday, July 28, 2022 10:10:12"
1658944326000,17,10,SV,"Wednesday, July 27, 2022 02:52:06"
1659014101000,32,03,FL,"Thursday, July 28, 2022 10:15:01"
1659014571000,10,17,SV,"Thursday, July 28, 2022 10:22:51"
1659014780000,33,15,KP,"Thursday, July 28, 2022 10:26:20"
1659016039000,17,10,SV,"Thursday, July 28, 2022 10:47:19"
1659016226000,33,15,KP,"Thursday, July 28, 2022 10:50:26"
1659016283000,02R,07,RJ,"Thursday, July 28, 2022 10:51:23"
1659016690000,29,33,CT,"Thursday, July 28, 2022 10:58:10"
1659024405000,33,17,KP,"Thursday, July 28, 2022 01:06:45"
1659024592000,03,32,FL,"Thursday, July 28, 2022 01:09:52"
1659024641000,18,05,RF,"Thursday, July 28, 2022 01:10:41"
1659024862000,32,03,FL,"Thursday, July 28, 2022 01:14:22"
1659025460000,17,10,SV,"Thursday, July 28, 2022 01:24:20"
1659025963000,15,16,GL,"Thursday, July 28, 2022 01:32:43"
1659026006000,10,17,SV,"Thursday, July 28, 2022 01:33:26"
1659026261000,17,10,SV,"Thursday, July 28, 2022 01:37:41"
1659026434000,10,17,SV,"Thursday, July 28, 2022 01:40:34"
1659026459000,03,32,FL,"Thursday, July 28, 2022 01:40:59"
1659026980000,32,03,FL,"Thursday, July 28, 2022 01:49:40"
1659027469000,11,31,PA,"Thursday, July 28, 2022 01:57:49"
1659016887000,03,05,FL,"Thursday, July 28, 2022 11:01:27"
1659016996000,10,17,SV,"Thursday, July 28, 2022 11:03:16"
1659017045000,03,32,FL,"Thursday, July 28, 2022 11:04:05"
1659017190000,33,29,CT,"Thursday, July 28, 2022 11:06:30"
1659017487000,34,16,CF,"Thursday, July 28, 2022 11:11:27"
1659018016000,35,10,SV,"Thursday, July 28, 2022 11:20:16"
1659018032000,32,03,FL,"Thursday, July 28, 2022 11:20:32"
1659018133000,27L,09R,GR,"Thursday, July 28, 2022 11:22:13"
1659018236000,10,35,SV,"Thursday, July 28, 2022 11:23:56"
1659028467000,34,13,CF,"Thursday, July 28, 2022 02:14:27"
1659018668000,35L,14,SP,"Thursday, July 28, 2022 11:31:08"
1658944881000,11R,21,BR,"Wednesday, July 27, 2022 03:01:21"
1659018839000,33,08,CT,"Thursday, July 28, 2022 11:33:59"
1659018910000,32,25,FL,"Thursday, July 28, 2022 11:35:10"
1658945900000,18,15,RF,"Wednesday, July 27, 2022 03:18:20"
1659019347000,17,10,SV,"Thursday, July 28, 2022 11:42:27"
1659019962000,03,32,FL,"Thursday, July 28, 2022 11:52:42"
1659030740000,17,10,SV,"Thursday, July 28, 2022 02:52:20"
1659020576000,32,03,FL,"Thursday, July 28, 2022 12:02:56"
1658946107000,33,26,CT,"Wednesday, July 27, 2022 03:21:47"
1659020897000,29,31,PA,"Thursday, July 28, 2022 12:08:17"
1659031632000,10,17,SV,"Thursday, July 28, 2022 03:07:12"
1658946114000,03,32,FL,"Wednesday, July 27, 2022 03:21:54"
1659035346000,15,03,GL,"Thursday, July 28, 2022 04:09:06"
1659032593000,16,34,CF,"Thursday, July 28, 2022 03:23:13"
1659021598000,10,17,SV,"Thursday, July 28, 2022 12:19:58"
1659021812000,16,34,CF,"Thursday, July 28, 2022 12:23:32"
1659022410000,29,11,PA,"Thursday, July 28, 2022 12:33:30"
1659023020000,33,25,KP,"Thursday, July 28, 2022 12:43:40"
1659023563000,02R,03,RJ,"Thursday, July 28, 2022 12:52:43"
1659023791000,34,16,CF,"Thursday, July 28, 2022 12:56:31"
1659023860000,33,15,KP,"Thursday, July 28, 2022 12:57:40"
1659033776000,17,10,SV,"Thursday, July 28, 2022 03:42:56"
1659034493000,10,17,SV,"Thursday, July 28, 2022 03:54:53"
1659035638000,03,32,FL,"Thursday, July 28, 2022 04:13:58"
1659036940000,33,08,CT,"Thursday, July 28, 2022 04:35:40"
1659066791000,09R,27L,GR,"Friday, July 29, 2022 12:53:11"
1659036947000,32,07,FL,"Thursday, July 28, 2022 04:35:47"
1659037298000,34,16,CF,"Thursday, July 28, 2022 04:41:38"
1659067496000,18,12,RF,"Friday, July 29, 2022 01:04:56"
1659068716000,18,15,RF,"Friday, July 29, 2022 01:25:16"
1659070345000,17,10,SV,"Friday, July 29, 2022 01:52:25"
1659073243000,18,12,RF,"Friday, July 29, 2022 02:40:43"
1659077301000,10,17,SV,"Friday, July 29, 2022 03:48:21"
1659079290000,09L,11L,GR,"Friday, July 29, 2022 04:21:30"
1659079842000,11L,09L,BR,"Friday, July 29, 2022 04:30:42"
1659087217000,15,26,GL,"Friday, July 29, 2022 06:33:37"
1659102157000,17R,35R,SP,"Friday, July 29, 2022 10:42:37"
1659102315000,10,17,SV,"Friday, July 29, 2022 10:45:15"
1659037339000,17,10,SV,"Thursday, July 28, 2022 04:42:19"
1659102729000,17,10,SV,"Friday, July 29, 2022 10:52:09"
1659089201000,35,10,SV,"Friday, July 29, 2022 07:06:41"
1659089415000,27L,09R,GR,"Friday, July 29, 2022 07:10:15"
1659102931000,10,17,SV,"Friday, July 29, 2022 10:55:31"
1659090631000,10,35,SV,"Friday, July 29, 2022 07:30:31"
1659090633000,33,15,GL,"Friday, July 29, 2022 07:30:33"
1659103141000,29L,32,BR,"Friday, July 29, 2022 10:59:01"
1659103177000,21,14,FL,"Friday, July 29, 2022 10:59:37"
1659090653000,15,05,GL,"Friday, July 29, 2022 07:30:53"
1659038008000,10,17,SV,"Thursday, July 28, 2022 04:53:28"
1659090920000,33,08,GL,"Friday, July 29, 2022 07:35:20"
1659091829000,17R,35L,SP,"Friday, July 29, 2022 07:50:29"
1659103736000,17,10,SV,"Friday, July 29, 2022 11:08:56"
1659103799000,10,17,SV,"Friday, July 29, 2022 11:09:59"
1659104399000,14,21,FL,"Friday, July 29, 2022 11:19:59"
1659104436000,33,36,KP,"Friday, July 29, 2022 11:20:36"
1659104438000,27L,12,GR,"Friday, July 29, 2022 11:20:38"
1659038042000,29,33,CT,"Thursday, July 28, 2022 04:54:02"
1659038328000,33,29,CT,"Thursday, July 28, 2022 04:58:48"
1659039065000,27L,33,GR,"Thursday, July 28, 2022 05:11:05"
1659106024000,17,10,SV,"Friday, July 29, 2022 11:47:04"
1659093740000,33,08,GL,"Friday, July 29, 2022 08:22:20"
1659039801000,02R,03,RJ,"Thursday, July 28, 2022 05:23:21"
1659106492000,17R,12,SP,"Friday, July 29, 2022 11:54:52"
1659040359000,32,33,FL,"Thursday, July 28, 2022 05:32:39"
1659107029000,33,26,CT,"Friday, July 29, 2022 12:03:49"
1659096484000,02R,03,RJ,"Friday, July 29, 2022 09:08:04"
1659107388000,20L,02R,RJ,"Friday, July 29, 2022 12:09:48"
1659040418000,35L,34,SP,"Thursday, July 28, 2022 05:33:38"
1659097334000,02R,35,RJ,"Friday, July 29, 2022 09:22:14"
1659040906000,34,35L,CF,"Thursday, July 28, 2022 05:41:46"
1659098509000,34,16,CF,"Friday, July 29, 2022 09:41:49"
1659108595000,21,14,FL,"Friday, July 29, 2022 12:29:55"
1659108644000,10,17,SV,"Friday, July 29, 2022 12:30:44"
1659109075000,03,21,FL,"Friday, July 29, 2022 12:37:55"
1659109281000,33,25,KP,"Friday, July 29, 2022 12:41:21"
1659109653000,17,10,SV,"Friday, July 29, 2022 12:47:33"
1659109794000,35L,17R,SP,"Friday, July 29, 2022 12:49:54"
1659109833000,14,03,FL,"Friday, July 29, 2022 12:50:33"
1659110080000,33,01,KP,"Friday, July 29, 2022 12:54:40"
1659099220000,14,23,FL,"Friday, July 29, 2022 09:53:40"
1659099798000,33,15,KP,"Friday, July 29, 2022 10:03:18"
1659110255000,10,17,SV,"Friday, July 29, 2022 12:57:35"
1659041529000,17,10,SV,"Thursday, July 28, 2022 05:52:09"
1659110851000,17,10,SV,"Friday, July 29, 2022 01:07:31"
1659110934000,15,33,GL,"Friday, July 29, 2022 01:08:54"
1659100406000,17L,07,SP,"Friday, July 29, 2022 10:13:26"
1659100714000,33,16,KP,"Friday, July 29, 2022 10:18:34"
1659100834000,21,14,FL,"Friday, July 29, 2022 10:20:34"
1659100883000,17,10,SV,"Friday, July 29, 2022 10:21:23"
1659111295000,33,15,GL,"Friday, July 29, 2022 01:14:55"
1659111770000,10,17,SV,"Friday, July 29, 2022 01:22:50"
1659101467000,02R,17,RJ,"Friday, July 29, 2022 10:31:07"
1659101708000,11R,32,BR,"Friday, July 29, 2022 10:35:08"
1659112489000,15,33,GL,"Friday, July 29, 2022 01:34:49"
1659101782000,02R,17,RJ,"Friday, July 29, 2022 10:36:22"
1659101808000,14,21,FL,"Friday, July 29, 2022 10:36:48"
1659112695000,35L,16,SP,"Friday, July 29, 2022 01:38:15"
1659042122000,15,03,GL,"Thursday, July 28, 2022 06:02:02"
1659113432000,33,15,KP,"Friday, July 29, 2022 01:50:32"
1659102014000,18,15,RF,"Friday, July 29, 2022 10:40:14"
1659102057000,35R,17R,SP,"Friday, July 29, 2022 10:40:57"
1659042832000,10,17,SV,"Thursday, July 28, 2022 06:13:52"
1659102101000,21,25,FL,"Friday, July 29, 2022 10:41:41"
1659042963000,33,15,KP,"Thursday, July 28, 2022 06:16:03"
1659113982000,03,25,FL,"Friday, July 29, 2022 01:59:42"
1659114077000,14,03,FL,"Friday, July 29, 2022 02:01:17"
1659043331000,15,33,GL,"Thursday, July 28, 2022 06:22:11"
1659114558000,20L,33,RJ,"Friday, July 29, 2022 02:09:18"
1659043987000,17,10,SV,"Thursday, July 28, 2022 06:33:07"
1659115095000,03,14,FL,"Friday, July 29, 2022 02:18:15"
1659044372000,10,17,SV,"Thursday, July 28, 2022 06:39:32"
1659045148000,20L,02R,RJ,"Thursday, July 28, 2022 06:52:28"
1659045506000,27L,34,GR,"Thursday, July 28, 2022 06:58:26"
1659046484000,17,10,SV,"Thursday, July 28, 2022 07:14:44"
1659115773000,33,20L,KP,"Friday, July 29, 2022 02:29:33"
1659116185000,15,33,CT,"Friday, July 29, 2022 02:36:25"
1659046632000,10,17,SV,"Thursday, July 28, 2022 07:17:12"
1659116948000,14,03,FL,"Friday, July 29, 2022 02:49:08"
1659048279000,02R,20L,RJ,"Thursday, July 28, 2022 07:44:39"
1659131378000,15,28,GL,"Friday, July 29, 2022 06:49:38"
1659131711000,28,15,GL,"Friday, July 29, 2022 06:55:11"
1659048762000,17,10,SV,"Thursday, July 28, 2022 07:52:42"
1659132347000,17,10,SV,"Friday, July 29, 2022 07:05:47"
1659118308000,21,14,FL,"Friday, July 29, 2022 03:11:48"
1659118315000,17,10,SV,"Friday, July 29, 2022 03:11:55"
1659118455000,14,21,FL,"Friday, July 29, 2022 03:14:15"
1659118962000,21,14,FL,"Friday, July 29, 2022 03:22:42"
1659119712000,14,21,FL,"Friday, July 29, 2022 03:35:12"
1659119727000,17R,35L,SP,"Friday, July 29, 2022 03:35:27"
1659120110000,33,17R,KP,"Friday, July 29, 2022 03:41:50"
1659120780000,10,17,SV,"Friday, July 29, 2022 03:53:00"
1659120880000,14,23,FL,"Friday, July 29, 2022 03:54:40"
1659121967000,21,14,FL,"Friday, July 29, 2022 04:12:47"
1659122021000,17,10,SV,"Friday, July 29, 2022 04:13:41"
1659122106000,27L,30,GR,"Friday, July 29, 2022 04:15:06"
1659122173000,10,17,SV,"Friday, July 29, 2022 04:16:13"
1659132545000,10,17,SV,"Friday, July 29, 2022 07:09:05"
1659133689000,21,25,FL,"Friday, July 29, 2022 07:28:09"
1659134462000,11R,29L,BR,"Friday, July 29, 2022 07:41:02"
1659138041000,33,15,KP,"Friday, July 29, 2022 08:40:41"
1659138890000,15,33,KP,"Friday, July 29, 2022 08:54:50"
1659138898000,20L,02R,RJ,"Friday, July 29, 2022 08:54:58"
1659141365000,02R,20L,RJ,"Friday, July 29, 2022 09:36:05"
1659141435000,15,18,CT,"Friday, July 29, 2022 09:37:15"
1659143535000,20L,02R,RJ,"Friday, July 29, 2022 10:12:15"
1659144962000,09R,27L,GR,"Friday, July 29, 2022 10:36:02"
1659145263000,33,28,GL,"Friday, July 29, 2022 10:41:03"
1659160455000,15,33,GL,"Saturday, July 30, 2022 02:54:15"
1659162792000,33,15,GL,"Saturday, July 30, 2022 03:33:12"
1659165512000,16,34,CF,"Saturday, July 30, 2022 04:18:32"
1659172197000,18,12,RF,"Saturday, July 30, 2022 06:09:57"
1659173562000,32,14,FL,"Saturday, July 30, 2022 06:32:42"
1659176032000,17,10,SV,"Saturday, July 30, 2022 07:13:52"
1659177831000,10,17,SV,"Saturday, July 30, 2022 07:43:51"
1659180165000,35,10,SV,"Saturday, July 30, 2022 08:22:45"
1659180212000,10,35,SV,"Saturday, July 30, 2022 08:23:32"
1659180299000,11,29,PA,"Saturday, July 30, 2022 08:24:59"
1659122917000,15,33,GL,"Friday, July 29, 2022 04:28:37"
1659122975000,33,15,KP,"Friday, July 29, 2022 04:29:35"
1659123006000,14,21,FL,"Friday, July 29, 2022 04:30:06"
1659123704000,14,25,FL,"Friday, July 29, 2022 04:41:44"
1659123718000,03,14,FL,"Friday, July 29, 2022 04:41:58"
1659123918000,17,10,SV,"Friday, July 29, 2022 04:45:18"
1659124034000,10,17,SV,"Friday, July 29, 2022 04:47:14"
1659124543000,14,03,FL,"Friday, July 29, 2022 04:55:43"
1659124784000,02R,20L,RJ,"Friday, July 29, 2022 04:59:44"
1659181031000,17,10,SV,"Saturday, July 30, 2022 08:37:11"
1659181442000,10,17,SV,"Saturday, July 30, 2022 08:44:02"
